web-scraper-order,web-scraper-start-url,info-box,info-box-href,name,mbti-evsi,mbti-svsn,mbti-tvsf,mbti-pvsj,enneagram-finder,insticnt-variant
"1615574549-3585","https://www.personality-database.com/personality_type/2","76 / 22   7   6  ESTJ3w4Ebony Maw   Marvel Cinematic Universe","https://www.personality-database.com/profile/11535/ebony-maw-marvel-cinematic-universe-mbti-personality-type","","E","S","T","J","3w4","sx/so"
"1615562332-206","https://www.personality-database.com/personality_type/16","208 / 79   43   53  ENTJ8w7Franklin D. Roosevelt   Presidents of the USA","https://www.personality-database.com/profile/315/franklin-d-roosevelt-presidents-of-the-usa-mbti-personality-type","","E","N","T","J","8w7","so/sp"
"1615569564-2045","https://www.personality-database.com/personality_type/8","103 / 54   24   58  ISTP8w7Hua Cheng   Heaven Official's Blessing","https://www.personality-database.com/profile/29748/hua-cheng-heaven-officials-blessing-mbti-personality-type","","I","S","T","P","8w7","sx/sp"
"1615570408-2262","https://www.personality-database.com/personality_type/8","407 / 176   91   118  ISTP8w9Perry the Platypus   Phineas and Ferb (2007)","https://www.personality-database.com/profile/2731/perry-the-platypus-phineas-and-ferb-2007-mbti-personality-type","","I","S","T","P","8w9","sp/so"
"1615575413-3897","https://www.personality-database.com/personality_type/1","131 / 40   20   31  ISTJ1w9Sarada Uchiha   Boruto - Naruto Next Generations","https://www.personality-database.com/profile/9783/sarada-uchiha-boruto-naruto-next-generations-mbti-personality-type","","I","S","T","J","1w9","so/sp"
"1615574806-3686","https://www.personality-database.com/personality_type/2","121 / 35   8   10  ESTJ1w2Emily Gilmore   Gilmore Girls (2000)","https://www.personality-database.com/profile/238/emily-gilmore-gilmore-girls-2000-mbti-personality-type","","E","S","T","J","1w2","so/sp"
"1615562249-179","https://www.personality-database.com/personality_type/16","170 / 98   54   68  ENTJ1w2Edelgard von Hresvelg   Fire Emblem Series","https://www.personality-database.com/profile/39807/edelgard-von-hresvelg-fire-emblem-series-mbti-personality-type","","E","N","T","J","1w2","so/sp"
"1615569902-2142","https://www.personality-database.com/personality_type/8","158 / 65   18   38  ISTP6w7Suzuha Amane   Steins;Gate","https://www.personality-database.com/profile/2867/suzuha-amane-steinsgate-mbti-personality-type","","I","S","T","P","6w7","so/sx"
"1615570480-2276","https://www.personality-database.com/personality_type/8","512 / 222   150   369  ISTP6w5Ash Lynx   Banana Fish","https://www.personality-database.com/profile/13345/ash-lynx-banana-fish-mbti-personality-type","","I","S","T","P","6w5","sx/sp"
"1615563720-593","https://www.personality-database.com/personality_type/14","157 / 61   22   50  ENTP7w8Alicia Sierra   Money Heist (La Casa de Papel)","https://www.personality-database.com/profile/45413/alicia-sierra-money-heist-la-casa-de-papel-mbti-personality-type","","E","N","T","P","7w8","so/sx"
"1615572182-2782","https://www.personality-database.com/personality_type/6","805 / 387   521   300  ISFP4w3Lana Del Rey   Musicians (USA, Female)","https://www.personality-database.com/profile/3185/lana-del-rey-musicians-usa-female-mbti-personality-type","","I","S","F","P","4w3","sx/sp"
"1615570875-2369","https://www.personality-database.com/personality_type/7","132 / 32   21   9  ESTP8w9Lincoln Burrows   Prison Break","https://www.personality-database.com/profile/403/lincoln-burrows-prison-break-mbti-personality-type","","E","S","T","P","8w9","sx/sp"
"1615574225-3475","https://www.personality-database.com/personality_type/3","209 / 52   14   13  ISFJ9w1Catelyn Stark (née Tully)   Game of Thrones (2011)","https://www.personality-database.com/profile/5273/catelyn-stark-ne-tully-game-of-thrones-2011-mbti-personality-type","","I","S","F","J","9w1","so/sp"
"1615571911-2703","https://www.personality-database.com/personality_type/6","215 / 105   24   137  ISFP4w5girl in red   Musicians (Europe)","https://www.personality-database.com/profile/58131/girl-in-red-musicians-europe-mbti-personality-type","","I","S","F","P","4w5","so/sp"
"1615573970-3390","https://www.personality-database.com/personality_type/3","120 / 41   221   8  ISFJ5w6Barış Özcan   Scientists, Technology & Educators","https://www.personality-database.com/profile/55353/bar-zcan-scientists-technology-educators-mbti-personality-type","","I","S","T","J","5w6","sp/sx"
"1615569823-2123","https://www.personality-database.com/personality_type/8","141 / 49   38   59  ISTP4w5Jim Hawkins   Treasure Planet (2002)","https://www.personality-database.com/profile/5870/jim-hawkins-treasure-planet-2002-mbti-personality-type","","I","S","T","P","4w5","sx/sp"
"1615574547-3584","https://www.personality-database.com/personality_type/2","76 / 22   11   7  ESTJ1w2Abuelita Elena   Coco (2017)","https://www.personality-database.com/profile/10480/abuelita-elena-coco-2017-mbti-personality-type","","E","S","T","J","1w2","sp/sx"
"1615570099-2191","https://www.personality-database.com/personality_type/8","205 / 83   43   92  ISTP9w8Olivia Hye (LOONA)   K-Pop","https://www.personality-database.com/profile/20625/olivia-hye-loona-kpop-mbti-personality-type","","I","S","T","P","9w8","sp/sx"
"1615575379-3883","https://www.personality-database.com/personality_type/1","124 / 51   5   38  ISTJ6w5Vaggie   Hazbin Hotel","https://www.personality-database.com/profile/27632/vaggie-hazbin-hotel-mbti-personality-type","","I","S","T","J","6w5","sp/sx"
"1615575424-3900","https://www.personality-database.com/personality_type/1","135 / 58   36   15  ISTJ1w2Aisha   Fate: The Winx Saga (2021)","https://www.personality-database.com/profile/245046/aisha-fate-the-winx-saga-2021-mbti-personality-type","","I","S","T","J","1w2","sp/so"
"1615566968-1420","https://www.personality-database.com/personality_type/11","248 / 129   50   281  INFP4w5Saeran Choi   Mystic Messenger","https://www.personality-database.com/profile/5861/saeran-choi-mystic-messenger-mbti-personality-type","","I","N","F","P","4w5","sx/sp"
"1615574439-3540","https://www.personality-database.com/personality_type/3","791 / 277   199   166  ISFJ1w2Steve Rogers ""Captain America""   Marvel Cinematic Universe","https://www.personality-database.com/profile/155/steve-rogers-captain-america-marvel-cinematic-universe-mbti-personality-type","","I","S","F","J","1w2","so/sx"
"1615573539-3247","https://www.personality-database.com/personality_type/4","234 / 71   161   28  ESFJ9w1Logic   Musicians (USA, Male)","https://www.personality-database.com/profile/21570/logic-musicians-usa-male-mbti-personality-type","","E","N","F","J","9w1","so/sx"
"1615570909-2377","https://www.personality-database.com/personality_type/7","137 / 49   2   20  ESTP7w8Selina Kyle “Catwoman”   The Dark Knight Trilogy","https://www.personality-database.com/profile/1191/selina-kyle-catwoman-the-dark-knight-trilogy-mbti-personality-type","","E","S","T","P","7w8","so/sx"
"1615573258-3146","https://www.personality-database.com/personality_type/4","104 / 46   16   9  ESFJ2w1Terra Harvey   Fate: The Winx Saga (2021)","https://www.personality-database.com/profile/245047/terra-harvey-fate-the-winx-saga-2021-mbti-personality-type","","E","S","F","J","2w1","sp/so"
"1615573635-3274","https://www.personality-database.com/personality_type/4","361 / 130   68   55  ESFJ1w2Nancy Wheeler   Stranger Things (2016)","https://www.personality-database.com/profile/3707/nancy-wheeler-stranger-things-2016-mbti-personality-type","","E","S","F","J","1w2","sp/so"
"1615573605-3265","https://www.personality-database.com/personality_type/4","309 / 140   24   33  ESFJ3w2Number Three “Allison Hargreeves”   The Umbrella Academy (2019)","https://www.personality-database.com/profile/27303/number-three-allison-hargreeves-the-umbrella-academy-2019-mbti-personality-type","","E","S","F","J","3w2","so/sx"
"1615566366-1278","https://www.personality-database.com/personality_type/12","617 / 384   179   202  ENFP7w8Junko Enoshima   Danganronpa: Trigger Happy Havoc","https://www.personality-database.com/profile/10251/junko-enoshima-danganronpa-trigger-happy-havoc-mbti-personality-type","","E","N","F","P","7w8","sx/so"
"1615563066-413","https://www.personality-database.com/personality_type/15","192 / 71   93   27  INTJ5w6Heinrich Lunge   Monster","https://www.personality-database.com/profile/8539/heinrich-lunge-monster-mbti-personality-type","","I","N","T","J","5w6","sp/so"
"1615563047-408","https://www.personality-database.com/personality_type/15","188 / 92   38   70  INTJ5w6Dexter   Dexter's Laboratory (1996)","https://www.personality-database.com/profile/22857/dexter-dexters-laboratory-1996-mbti-personality-type","","I","N","T","J","5w6","sp/so"
"1615567921-1657","https://www.personality-database.com/personality_type/10","121 / 49   10   14  ENFJ2w3Cameron “Cam” Tucker   Modern Family (2009)","https://www.personality-database.com/profile/4959/cameron-cam-tucker-modern-family-2009-mbti-personality-type","","E","N","F","J","2w3","so/sx"
"1615574696-3643","https://www.personality-database.com/personality_type/2","97 / 42   4   29  ESTJ8w9Sergeant Calhoun   Wreck-it Ralph (Franchise)","https://www.personality-database.com/profile/907/sergeant-calhoun-wreckit-ralph-franchise-mbti-personality-type","","E","S","T","J","8w9","sp/sx"
"1615575449-3910","https://www.personality-database.com/personality_type/1","143 / 62   9   11  ISTJ1w2Nadia Shanaa   Élite (2018)","https://www.personality-database.com/profile/16883/nadia-shanaa-lite-2018-mbti-personality-type","","I","S","T","J","1w2","sp/so"
"1615563730-597","https://www.personality-database.com/personality_type/14","159 / 71   46   38  ENTP8w7Jo Yi-Seo   Itaewon Class","https://www.personality-database.com/profile/102044/jo-yiseo-itaewon-class-mbti-personality-type","","E","N","T","P","8w7","sx/sp"
"1615564055-679","https://www.personality-database.com/personality_type/14","236 / 74   39   79  ENTP7w8The Joker (Comedian)   DC Comics","https://www.personality-database.com/profile/2920/the-joker-comedian-dc-comics-mbti-personality-type","","E","N","T","P","7w8","sx/so"
"1615562083-126","https://www.personality-database.com/personality_type/16","127 / 75   25   31  ENTJ8w7Ursula   The Little Mermaid (1989)","https://www.personality-database.com/profile/5865/ursula-the-little-mermaid-1989-mbti-personality-type","","E","N","T","J","8w7","sx/sp"
"1615572906-3015","https://www.personality-database.com/personality_type/5","427 / 160   95   136  ESFP7w6Steve Harrington   Stranger Things (2016)","https://www.personality-database.com/profile/3800/steve-harrington-stranger-things-2016-mbti-personality-type","","E","S","F","P","7w6","so/sx"
"1615568047-1690","https://www.personality-database.com/personality_type/10","161 / 72   49   28  ENFJ3w2D. L. Townes   The Queen’s Gambit (2020)","https://www.personality-database.com/profile/209012/d-l-townes-the-queens-gambit-2020-mbti-personality-type","","E","N","F","J","3w2","so/sx"
"1615575485-3925","https://www.personality-database.com/personality_type/1","158 / 83   15   34  ISTJ1w9Scar   Fullmetal Alchemist: Brotherhood","https://www.personality-database.com/profile/1287/scar-fullmetal-alchemist-brotherhood-mbti-personality-type","","I","S","T","J","1w9","sx/sp"
"1615564755-900","https://www.personality-database.com/personality_type/13","177 / 72   18   41  INTP4w3Lily Iglehart   Sex Education","https://www.personality-database.com/profile/24132/lily-iglehart-sex-education-mbti-personality-type","","I","N","T","P","4w3","sx/sp"
"1615562417-227","https://www.personality-database.com/personality_type/16","253 / 84   212   54  ENTJ4w3Dave Brown (Boyinaband)   Musicians & Music Critics","https://www.personality-database.com/profile/29569/dave-brown-boyinaband-musicians-music-critics-mbti-personality-type","","I","N","T","J","4w3","sp/so"
"1615573774-3317","https://www.personality-database.com/personality_type/3","87 / 23   18   42  ISFJ6w5Newt   Maze Runner (Film Trilogy)","https://www.personality-database.com/profile/1553/newt-maze-runner-film-trilogy-mbti-personality-type","","I","S","F","J","6w5","so/sp"
"1615574691-3641","https://www.personality-database.com/personality_type/2","96 / 25   5   7  ESTJ1w2Lieutenant Dan   Forrest Gump (1994)","https://www.personality-database.com/profile/7021/lieutenant-dan-forrest-gump-1994-mbti-personality-type","","E","S","T","J","1w2","so/sp"
"1615565581-1095","https://www.personality-database.com/personality_type/12","140 / 53   33   26  ENFP9w8Cyan Crewmate   Among Us","https://www.personality-database.com/profile/190228/cyan-crewmate-among-us-mbti-personality-type","","E","N","F","P","9w8","so/sx"
"1615564573-842","https://www.personality-database.com/personality_type/13","128 / 57   74   56  INTP5w6Jae Park (Day6)   K-Pop","https://www.personality-database.com/profile/46758/jae-park-day6-kpop-mbti-personality-type","","I","N","T","P","5w6","so/sp"
"1615562613-280","https://www.personality-database.com/personality_type/16","593 / 199   34   93  ENTJ1w2Leia Organa   Star Wars","https://www.personality-database.com/profile/39/leia-organa-star-wars-mbti-personality-type","","E","N","T","J","1w2","so/sp"
"1615575237-3826","https://www.personality-database.com/personality_type/1","104 / 41   4   19  ISTJ6w5Stanley ""Stan"" Uris   It","https://www.personality-database.com/profile/8959/stanley-stan-uris-it-mbti-personality-type","","I","S","T","J","6w5","sp/sx"
"1615572030-2741","https://www.personality-database.com/personality_type/6","297 / 128   53   83  ISFP4w5Yusuke Kitagawa   Persona 5","https://www.personality-database.com/profile/8175/yusuke-kitagawa-persona-5-mbti-personality-type","","I","S","F","P","4w5","sp/sx"
"1615569492-2032","https://www.personality-database.com/personality_type/9","994 / 368   369   444  INFJ1w9Itachi Uchiha   Naruto Shippūden","https://www.personality-database.com/profile/2597/itachi-uchiha-naruto-shippden-mbti-personality-type","","I","N","F","J","1w9","sp/so"
"1615563124-431","https://www.personality-database.com/personality_type/15","214 / 105   56   88  INTJ5w6Tecna   Winx Club (2004)","https://www.personality-database.com/profile/9156/tecna-winx-club-2004-mbti-personality-type","","I","N","T","J","5w6","sp/so"
"1615573957-3386","https://www.personality-database.com/personality_type/3","116 / 46   16   33  ISFJ6w7Kyle   She-Ra and the Princesses of Power (2018)","https://www.personality-database.com/profile/87676/kyle-shera-and-the-princesses-of-power-2018-mbti-personality-type","","I","S","F","J","6w7","sp/so"
"1615564790-909","https://www.personality-database.com/personality_type/13","189 / 85   32   65  INTP5w6Ryōhei Arisu   Alice In Borderland (2020)","https://www.personality-database.com/profile/233615/ryhei-arisu-alice-in-borderland-2020-mbti-personality-type","","I","N","T","P","5w6","sp/so"
"1615567614-1576","https://www.personality-database.com/personality_type/10","83 / 44   6   39  ENFJ2w3Koyo Ozaki   Bungou Stray Dogs","https://www.personality-database.com/profile/10847/koyo-ozaki-bungou-stray-dogs-mbti-personality-type","","E","N","F","J","2w3","so/sp"
"1615567668-1592","https://www.personality-database.com/personality_type/10","89 / 37   17   10  ENFJ2w3Meghan LeVota   Psychology & Personal Development","https://www.personality-database.com/profile/33435/meghan-levota-psychology-personal-development-mbti-personality-type","","E","N","F","J","2w3","sx/so"
"1615566309-1265","https://www.personality-database.com/personality_type/12","469 / 181   212   209  ENFP7w6Tom Holland   Actors (United Kingdom & Ireland)","https://www.personality-database.com/profile/13846/tom-holland-actors-united-kingdom-ireland-mbti-personality-type","","E","N","F","P","7w6","so/sx"
"1615573949-3383","https://www.personality-database.com/personality_type/3","115 / 31   1   14  ISFJ9w1Missandei   Game of Thrones (2011)","https://www.personality-database.com/profile/4551/missandei-game-of-thrones-2011-mbti-personality-type","","I","S","F","J","9w1","sp/so"
"1615570030-2174","https://www.personality-database.com/personality_type/8","188 / 87   28   61  ISTP7w8Rodrick Heffley   Diary of a Wimpy Kid (Franchise)","https://www.personality-database.com/profile/25241/rodrick-heffley-diary-of-a-wimpy-kid-franchise-mbti-personality-type","","I","S","T","P","7w8","sp/sx"
"1615575377-3882","https://www.personality-database.com/personality_type/1","123 / 77   25   40  ISTJ1w2Lan Wangji / Zhan   Grandmaster of Demonic Cultivation (Mo Dao Zu Shi)","https://www.personality-database.com/profile/23748/lan-wangji-zhan-grandmaster-of-demonic-cultivation-mo-dao-zu-shi-mbti-personality-type","","I","S","T","J","1w2","sp/sx"
"1615574265-3487","https://www.personality-database.com/personality_type/3","238 / 129   26   56  ISFJ2w1Toriel   Undertale","https://www.personality-database.com/profile/3333/toriel-undertale-mbti-personality-type","","I","S","F","J","2w1","sp/so"
"1615571412-2530","https://www.personality-database.com/personality_type/7","525 / 199   96   109  ESTP8w7Maxine ""Max""  Mayfield   Stranger Things (2016)","https://www.personality-database.com/profile/8980/maxine-max-mayfield-stranger-things-2016-mbti-personality-type","","E","S","T","P","8w7","so/sp"
"1615568580-1819","https://www.personality-database.com/personality_type/9","103 / 56   40   63  INFJ5w4Andrei Tarkovsky   Film Directors","https://www.personality-database.com/profile/11398/andrei-tarkovsky-film-directors-mbti-personality-type","","I","N","F","J","5w4","sp/sx"
"1615571498-2562","https://www.personality-database.com/personality_type/6","108 / 58   14   48  ISFP4w3FKA twigs   Musicians (United Kingdom & Ireland)","https://www.personality-database.com/profile/6655/fka-twigs-musicians-united-kingdom-ireland-mbti-personality-type","","I","S","F","P","4w3","sx/so"
"1615570674-2320","https://www.personality-database.com/personality_type/7","113 / 30    21  ESTP7w8Tormund Giantsbane   Game of Thrones (2011)","https://www.personality-database.com/profile/3552/tormund-giantsbane-game-of-thrones-2011-mbti-personality-type","","E","S","T","P","7w8","so/sx"
"1615567994-1677","https://www.personality-database.com/personality_type/10","146 / 42   7   40  ENFJ2w1Queenie Goldstein   Fantastic Beasts","https://www.personality-database.com/profile/4637/queenie-goldstein-fantastic-beasts-mbti-personality-type","","E","N","F","J","2w1","sx/so"
"1615573747-3306","https://www.personality-database.com/personality_type/3","84 / 21   5   25  ISFJ2w1Hazel Levesque   Camp Half-Blood Chronicles","https://www.personality-database.com/profile/12037/hazel-levesque-camp-halfblood-chronicles-mbti-personality-type","","I","S","F","J","2w1","so/sp"
"1615574382-3525","https://www.personality-database.com/personality_type/3","405 / 235   159   171  ISFJ9w1Bob Ross   Artists","https://www.personality-database.com/profile/10933/bob-ross-artists-mbti-personality-type","","I","S","F","J","9w1","sp/so"
"1615571004-2401","https://www.personality-database.com/personality_type/7","152 / 85   12   42  ESTP8w7Santana Lopez   Glee (2009)","https://www.personality-database.com/profile/1776/santana-lopez-glee-2009-mbti-personality-type","","E","S","T","P","8w7","sp/so"
"1615567885-1647","https://www.personality-database.com/personality_type/10","115 / 41   20   11  ENFJ7w6Daniel LaRusso   Cobra Kai (2018)","https://www.personality-database.com/profile/30529/daniel-larusso-cobra-kai-2018-mbti-personality-type","","E","N","F","J","7w6","sx/so"
"1615562290-192","https://www.personality-database.com/personality_type/16","188 / 88   49   43  ENTJ8w7Frieza   Dragon Ball Z","https://www.personality-database.com/profile/5159/frieza-dragon-ball-z-mbti-personality-type","","E","N","T","J","8w7","so/sp"
"1615575663-3989","https://www.personality-database.com/personality_type/1","279 / 105   77   124  ISTJ9w8Illumi Zoldyck   Hunter X Hunter","https://www.personality-database.com/profile/7283/illumi-zoldyck-hunter-x-hunter-mbti-personality-type","","I","S","T","J","9w8","sp/so"
"1615572924-3020","https://www.personality-database.com/personality_type/5","447 / 158   126   54  ESFP7w8Miley Cyrus   Musicians (USA, Female)","https://www.personality-database.com/profile/1008/miley-cyrus-musicians-usa-female-mbti-personality-type","","E","S","F","P","7w8","sx/so"
"1615572148-2773","https://www.personality-database.com/personality_type/6","495 / 123   116   43  ISFP3w2Camila Cabello   Musicians (USA, Female)","https://www.personality-database.com/profile/5687/camila-cabello-musicians-usa-female-mbti-personality-type","","I","S","F","P","3w2","so/sx"
"1615574777-3675","https://www.personality-database.com/personality_type/2","115 / 61   9   11  ESTJ3w4Victoria Chase   Life is Strange","https://www.personality-database.com/profile/7566/victoria-chase-life-is-strange-mbti-personality-type","","E","S","T","J","3w4","so/sp"
"1615574446-3542","https://www.personality-database.com/personality_type/2","65 / 29   10   1  ESTJ6w5Bubble Bass   SpongeBob SquarePants (1999)","https://www.personality-database.com/profile/33139/bubble-bass-spongebob-squarepants-1999-mbti-personality-type","","E","S","T","J","6w5","so/sx"
"1615573311-3166","https://www.personality-database.com/personality_type/4","120 / 44   26   33  ESFJ3w4Dolly Parton   Musicians (USA, Female)","https://www.personality-database.com/profile/11308/dolly-parton-musicians-usa-female-mbti-personality-type","","E","S","F","J","3w4","so/sx"
"1615574833-3697","https://www.personality-database.com/personality_type/2","131 / 78   10   21  ESTJ1w2Kiyotaka Ishimaru   Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation","https://www.personality-database.com/profile/2378/kiyotaka-ishimaru-danganronpa-kibou-no-gakuen-to-zetsubou-no-koukousei-the-animation-mbti-personality-type","","E","S","T","J","1w2","so/sx"
