notable_figure,mbti_evsi,mbti_svsn,mbti_tvsf,mbti_pvsj,enneagram,insticnt_variant
90 / 41   22   34  ISFJ9w1Yukiko Amagi   Persona 4,I,S,F,J,9w1,sp/so
135 / 37   52   41  ENFJ9w1Lia (ITZY)   K-Pop,E,N,F,J,9w1,so/sp
216 / 100   31   11  ESTP3w2Gaston   Beauty and the Beast (1991),E,S,T,P,3w2,sx/so
70 / 20   3   11  ESTJ8w9Captain Phasma   Star Wars,E,S,T,J,8w9,so/sp
454 / 229   100   149  ESTP8w7Merida of Dunbroch   Brave (2012),E,S,T,P,8w7,sp/sx
364 / 113   75   50  ESTJ2w3Helen Parr “Elastigirl”   The Incredibles (Franchise),E,S,T,J,2w3,so/sp
461 / 255   384   193  ENFP4w3Grimes   Musicians (Canada),E,N,F,P,4w3,sx/sp
115 / 31   28   43  INFJ3w4Gillian Anderson   Actresses (USA),E,N,T,J,3w4,sx/so
70 / 27   18   13  ESTJ1w2Érick Jacquin   Culinary Arts,E,S,T,J,1w2,so/sp
190 / 61   23   58  INTP9w8Pascal   Tangled (2010),I,N,T,P,9w8,sp/sx
102 / 33   13   59  ENFJ1w2Shisui Uchiha   Naruto Shippūden,E,N,F,J,1w2,so/sp
117 / 35   13   17  ESTJ8w7J. Jonah Jameson   The Spider-Man Trilogy,E,S,T,J,8w7,sx/so
"332 / 135   48   128  ISFP6w7Miles Morales ""Spider-Man""   Spider-Man: Into the Spider-Verse (2018)",I,S,F,P,6w7,so/sx
368 / 132   69   69  ESTP8w7Tsunade Senju   Naruto Shippūden,E,S,T,P,8w7,sx/so
105 / 49   9   20  ISFJ6w5Ian Lightfoot   Onward (2020),I,S,F,J,6w5,sp/so
150 / 43   12   17  ESFJ6w7Bob Newby   Stranger Things (2016),E,S,F,J,6w7,sp/so
115 / 39   9   12  ESTP8w7Shane Walsh   The Walking Dead (2010),E,S,T,P,8w7,sx/sp
95 / 47   10   38  ISTJ6w5Apollo Justice   Ace Attorney,I,S,T,J,6w5,so/sp
181 / 51   130   7  ESFP9w8Dixie D'Amelio   TikTok Stars,E,S,F,P,9w8,so/sx
588 / 354   93   31  INTP5w4Player (vote your type)   Doki Doki Literature Club,I,N,T,P,5w4,sp/sx
176 / 65   34   35  ISTP8w7Susie   Deltarune,I,S,T,P,8w7,sx/so
"803 / 222   566   165  ISTP6w5Eminem   Musicians (USA, Male)",I,S,T,P,6w5,sp/sx
162 / 49   21   20  ISTJ1w9James Rhodes “War Machine”   Marvel Cinematic Universe,I,S,T,J,1w9,so/sp
111 / 52   22   23  ISFP6w7Tatsumi   Akame ga Kill!,I,S,F,P,6w7,sx/so
120 / 31   70   35  ISFP3w2Masashi Kishimoto   Artists (Comics),I,S,F,P,3w2,sx/sp
199 / 107   91   130  INFJ2w3Momoe Sawaki   Wonder Egg Priority,I,N,F,J,2w3,sp/so
89 / 33   13   10  ESTJ3w4Cersei Lannister   A Song of Ice and Fire (Series),E,S,T,J,3w4,so/sp
93 / 29   49   37  ENFJ6w7Noah Schnapp   Actors (USA),E,N,F,J,6w7,so/sx
129 / 56   31   10  ESFP8w7Danielle Bregoli (Bhad Bhabie)   Famous For Being Famous,E,S,F,P,8w7,sx/so
145 / 59   9   71  ENFP7w6Cosmo   The Fairly OddParents (2001),E,N,F,P,7w6,so/sp
177 / 61   58   37  ESFP7w8Nero   Historical Figures (1st Century CE),E,S,F,P,7w8,sx/sp
93 / 34   8   13  ESFJ2w1Shirley Fenette   Code Geass,E,S,F,J,2w1,so/sp
122 / 27   9   18  ESTP3w2Mary Watson (née Morstan)   Sherlock (2010),E,S,T,P,3w2,sp/sx
190 / 72   62   64  INFP3w4Oswald Cobblepot “Penguin”   Gotham (2014),I,N,F,P,3w4,so/sx
112 / 56   11   20  ESFP3w4Trina Vega   Victorious (2010),E,S,F,P,3w4,so/sx
100 / 39   11   36  ISFP4w5James Dean   People of Classic Hollywood,I,S,F,P,4w5,sx/sp
137 / 52   31   20  ESTP7w8Ralph Bohner “Fietro“   WandaVision (2021),E,S,T,P,7w8,so/sx
147 / 62   28   50  INFJ3w2Jay Gatsby   The Great Gatsby (2013),I,N,F,J,3w2,sx/so
89 / 37   1   4  ENTJ8w7Charles Zi Britannia   Code Geass,E,N,T,J,8w7,sx/so
242 / 151   18   111  ENFP4w3Genocide Jill   Danganronpa: Trigger Happy Havoc,E,N,F,P,4w3,sx/so
"222 / 122   88   69  ESTP7w8Megan Thee Stallion   Musicians (USA, Female)",E,S,T,P,7w8,sx/so
482 / 269   105   395  INTJ6w5Akaashi Keiji   Haikyuu!!,I,N,T,J,6w5,sp/so
140 / 52   15   35  ENFP9w1Euphemia li Britannia   Code Geass,E,N,F,P,9w1,so/sx
137 / 50   22   24  INTP5w6Comic Book Guy   The Simpsons (1989),I,N,T,P,5w6,sp/sx
327 / 176   145   61  ENTP3w2Jeff Winger   Community (2009),E,N,T,P,3w2,so/sp
208 / 90   10   95  ENFP7w8Clementine Kruczynski   Eternal Sunshine of the Spotless Mind (2004),E,N,F,P,7w8,sx/sp
239 / 110   60   93  ENTJ8w9Muzan Kibutsuji   Kimetsu no Yaiba,E,N,T,J,8w9,sp/sx
217 / 76   97   21  ENTJ8w9Tsukasa Shishio   Dr. Stone,E,N,T,J,8w9,sp/so
199 / 47   3   26  ISFJ6w5Jorah Mormont   Game of Thrones (2011),I,S,F,J,6w5,sx/so
291 / 165   160   136  INFP9w1Sykkuno   Gaming,I,N,F,P,9w1,sp/so
127 / 85   9   45  ENFJ2w3Lisa Imai   BanG Dream! Girls Band Party! (Bandori),E,N,F,J,2w3,so/sx
170 / 90   17   19  ESTP8w7Leshawna   Total Drama (2007),E,S,T,P,8w7,sx/so
299 / 141   41   119  ISTJ1w9Kento Nanami   Jujutsu Kaisen,I,S,T,J,1w9,sp/so
571 / 173   200   83  ENTJ3w2Arnold Schwarzenegger   Actors (USA),E,N,T,J,3w2,sp/so
334 / 111   23   98  ENFJ9w1Padmé Amidala   Star Wars,E,N,F,J,9w1,so/sx
167 / 60   108   37  ISTP5w6Gordon Freeman   Half-Life,I,N,T,P,5w6,sp/so
244 / 79   71   135  ENFP7w8Louis Tomlinson   Musicians (United Kingdom & Ireland),E,N,F,P,7w8,sx/sp
145 / 34   4   30  INTP5w6Tina Fey   Actresses (USA),I,N,T,P,5w6,so/sp
144 / 48   17   48  ESFP3w4HyunA   K-Pop,E,S,F,P,3w4,sx/so
85 / 44   20   9  ISFJ1w9Amenadiel   Lucifer,I,S,F,J,1w9,so/sp
206 / 92   50   139  INFP4w3Sia Furler   Musicians (Oceania),I,N,F,P,4w3,so/sx
201 / 103   67   32  ENTJ8w7Terence Fletcher   Whiplash (2014),E,N,T,J,8w7,so/sp
368 / 175   193   132  ISFP4w3Remy   Ratatouille (2007),I,S,F,P,4w3,sx/sp
194 / 94   25   76  INTJ3w4Kaede Manyuda   Kakegurui,I,N,T,J,3w4,sp/so
169 / 97   100   66  INTJ8w9Maleficent   Sleeping Beauty (1959),I,N,T,J,8w9,sp/sx
93 / 31   7   20  ESFJ2w1Doraemon   Doraemon,E,S,F,J,2w1,so/sx
104 / 31   13   26  ISTJ5w6Temperance Brennan   Bones,I,S,T,J,5w6,sx/sp
132 / 42   20   27  ESTP7w8Pietro Maximoff “Quicksilver”   Marvel Cinematic Universe,E,S,T,P,7w8,sx/sp
"165 / 61   6   38  ESFP6w7Scooby-Doo   Scooby-Doo, Where Are You! (1969)",E,S,F,P,6w7,so/sx
197 / 81   38   41  INTP5w6Jonathan Crane “Scarecrow”   The Dark Knight Trilogy,I,N,T,P,5w6,sx/sp
155 / 38   20   55  ESTP3w4Prussia   Hetalia: Axis Powers,E,S,T,P,3w4,so/sp
95 / 50   7   23  ESFJ9w1Perfuma   She-Ra and the Princesses of Power (2018),E,S,F,J,9w1,so/sp
186 / 60   115   103  INTP9w8Naofumi Iwatani   Tate no Yuusha no Nariagari,I,N,T,P,9w8,sp/sx
149 / 67   22   45  ISFP9w1Scott Pilgrim   Scott Pilgrim vs. the World (2010),I,S,F,P,9w1,sx/sp
423 / 229   123   180  ESFP6w7Zenitsu Agatsuma   Kimetsu no Yaiba,E,S,F,P,6w7,sx/sp
222 / 119   57   148  ENFP4w3Hirohiko Araki   Artists (Comics),E,N,F,P,4w3,sp/so
355 / 145   136   35  ESFP3w2Cristiano Ronaldo   Football (Soccer),E,S,F,P,3w2,sp/sx
877 / 471   156   881  INTP5w4Kozume Kenma   Haikyuu!!,I,N,T,P,5w4,sp/sx
247 / 89   15   73  INFJ1w2Matthew Murdock “Daredevil”   Daredevil (2015),I,N,F,J,1w2,sx/sp
360 / 99   192   80  ISTP6w5Kristen Stewart   Actresses (USA),I,S,T,P,6w5,sp/sx
109 / 40   9   16  ESFJ3w2Fleur Delacour   Harry Potter / Wizarding World Films,E,S,F,J,3w2,sx/so
143 / 67   12   24  ENTJ3w4Morgana   Persona 5,E,N,T,J,3w4,so/sp
"100 / 37   7   19  ISFJ9w1Catherine “Kate” Middleton, Duchess of Cambridge   Royal Family",I,S,F,J,9w1,so/sp
369 / 159   201   150  INFJ4w5George Harrison   Musicians (United Kingdom & Ireland),I,N,F,J,4w5,sp/sx
168 / 65   45   70  ENTP7w8Shane Madej   Buzzfeed Employees,E,N,T,P,7w8,so/sx
1578 / 660   1006   684  INFJ6w5Izuku Midoriya “Deku”   Boku no Hero Academia,I,N,F,J,6w5,so/sx
509 / 127   263   46  ISFP9w1Kendall Jenner   Famous For Being Famous,I,S,F,P,9w1,sx/so
105 / 33   30   34  ISFP4w5Till Lindemann   Musicians (Europe),I,N,F,J,4w5,sx/so
126 / 50   21   28  INTJ5w6John Nash   A Beautiful Mind (2001),I,N,T,J,5w6,sp/sx
109 / 34   31   14  ISFP4w5Park Da-hye   Parasite (2019),I,S,F,P,4w5,sx/sp
123 / 62   145   55  INTP5w4Max Stirner   Philosophy,I,N,T,P,5w4,sp/sx
81 / 27   1   13  ISFJ1w2Emma Pillsbury   Glee (2009),I,S,F,J,1w2,sx/sp
162 / 76   7   84  ENTP6w7Calcifer   Howl no Ugoku Shiro,E,N,T,P,6w7,so/sp
83 / 59   149   4  ESFJ1w2Kadie Karen Diekmeyer “That Vegan Teacher”   TikTok Stars,E,S,F,J,1w2,so/sp
147 / 63   40   65  INFP4w3Romeo Montague   Romeo and Juliet,I,N,F,P,4w3,sx/so
453 / 161   193   185  ENTP7w6Megamind   Megamind (2010),E,N,T,P,7w6,so/sx
91 / 26   17   27  ENFJ3w2Derek Shepherd   Grey's Anatomy (2005),E,N,F,J,3w2,sp/sx
326 / 128   83   300  INFP9w8Muichirou Tokitou   Kimetsu no Yaiba,I,N,F,P,9w8,sp/so
"424 / 221   247   198  ISFP6w7Corpse Husband   Mystery, Horror & True Crime",I,S,F,P,6w7,sp/sx
161 / 102   51   135  INFP4w5Raven Queen   Ever After High,I,N,F,P,4w5,sp/so
491 / 273   77   419  INFP4w3Kaidou Shun   Saiki Kusuo no Psi-nan,I,N,F,P,4w3,so/sx
144 / 44   56   11  ESFJ3w2Lebron James   Basketball,E,S,F,J,3w2,so/sx
493 / 221   225   371  INTP6w5Tomura Shigaraki   Boku no Hero Academia,I,N,T,P,6w5,sp/sx
75 / 24   9   18  ESFJ2w1Isobel “Izzie” Stevens   Grey's Anatomy (2005),E,S,F,J,2w1,sx/so
106 / 31   12   8  ENFJ1w2High Sparrow   Game of Thrones (2011),E,N,F,J,1w2,so/sp
69 / 21   15   6  ESTJ1w2Louis Litt   Suits,E,S,T,J,1w2,sx/sp
85 / 20   19   32  ISFJ2w1Seonghwa (ATEEZ)   K-Pop,I,S,F,J,2w1,null
110 / 49   24   33  ESFJ2w1Terry Crews   Actors (USA),E,S,F,J,2w1,so/sx
116 / 54   49   26  ENFP6w7Monica Rambeau   Marvel Cinematic Universe,E,N,F,P,6w7,sx/so
118 / 32   11   32  ISTJ6w5Alec Lightwood   Shadowhunters,I,S,F,J,6w5,sp/sx
"128 / 29   52   17  ISFP9w8Alexander Elmslie (ImAllexx)   Social, Cultural & Political Commentators",I,S,F,P,9w8,so/sx
87 / 45   1   9  ESFJ2w3Barbie   Toy Story (Franchise),E,S,F,J,2w3,null
191 / 103   108   89  ISFJ1w2Dimitri Alexandre Blaiddyd   Fire Emblem Series,I,S,F,J,1w2,so/sp
89 / 22   4   13  ISFJ6w7Happy Hogan   Marvel Cinematic Universe,I,S,F,J,6w7,sp/sx
102 / 62   30   33  ISFJ9w8Andre Harris   Victorious (2010),I,S,F,J,9w8,sp/so
201 / 86   32   23  ISTP8w9Stanley Hudson   The Office (US) (2005),I,S,T,P,8w9,sp/sx
288 / 107   161   50  ISTP3w4Tom Cruise   Actors (USA),I,S,T,P,3w4,so/sx
221 / 105   33   37  ENTJ5w6Kyubey   Mahou Shoujo Madoka★Magica,E,N,T,J,5w6,sp/so
159 / 91   6   18  ENFP4w3Hifumi Yamada   Danganronpa: Trigger Happy Havoc,E,N,F,P,4w3,sx/sp
69 / 20   6   5  ESTJ9w8Shinzo Abe   Government (Asia),E,S,T,J,9w8,so/sp
148 / 81   43   66  ISFP9w1Koichi Hirose   JoJo no Kimyou na Bouken,I,S,F,P,9w1,so/sp
708 / 249   147   326  ENTP7w8Captain Jack Sparrow   Pirates of the Caribbean,E,N,T,P,7w8,sp/sx
781 / 299   360   153  ESFP8w7Anakin Skywalker   Star Wars,E,S,F,P,8w7,sx/so
137 / 52   9   26  ESFP7w8Jessie   Toy Story (Franchise),E,S,F,P,7w8,sp/sx
151 / 47   43   36  ENTJ1w2Maximus Decimus Meridius   Gladiator (2000),I,N,T,J,1w2,so/sx
82 / 44   3   41  ISFJ6w5Junichiro Tanizaki   Bungou Stray Dogs,I,S,F,J,6w5,so/sp
456 / 158   146   178  ISFP6w5Yoon Bum   Killing Stalking,I,S,F,P,6w5,sx/sp
"336 / 138   107   170  INTP5w4Stephen King   Writers (Literature, Modern)",I,N,T,P,5w4,sp/sx
82 / 15   15   32  ESTJ3w4Seidou Takizawa   Tokyo Ghoul,E,S,T,J,3w4,so/sp
135 / 60   37   31  INTJ1w9Amon   The Legend of Korra (2012),I,N,T,J,1w9,sx/sp
78 / 34   14   35  ESFJ2w3Arashi Narukami   Ensemble Stars!,E,S,F,J,2w3,sx/so
100 / 40   27   27  ENTJ3w2Handsome Jack   Borderlands,E,N,T,J,3w2,sx/so
120 / 44   41   12  ESTP8w7Olajide William Olatunji (KSI)   General Vloggers,E,S,T,P,8w7,sp/sx
180 / 88   16   192  INFP4w5Alice Kingsleigh   Alice in Wonderland / Through the Looking Glass (2010 - 2016),I,N,F,P,4w5,sp/sx
418 / 189   177   245  INFJ4w5Johan Liebert   Monster,I,N,F,J,4w5,so/sx
129 / 38   27   29  ESFJ2w3Madelaine Petsch   Actresses (USA),E,S,F,J,2w3,so/sp
311 / 115   149   55  ISFJ9w1The Narrator   Fight Club (1999),I,S,F,J,9w1,sp/sx
134 / 47   67   14  ENFP3w2Tom Brady   Football (American),E,N,F,P,3w2,so/sx
141 / 71   16   58  ISTP8w7Minene Uryuu   Mirai Nikki,I,S,T,P,8w7,sp/sx
171 / 60   21   42  INTJ4w3Kurt Hummel   Glee (2009),I,N,T,J,4w3,so/sx
120 / 42   73   6  ESTP7w8Danilo Gentili   Hosts & Presenters,E,S,T,P,7w8,sp/so
321 / 122   55   79  ENTP7w6Kevin McCallister   Home Alone,E,N,T,P,7w6,sp/so
1085 / 665   523   326  ENTJ3w4Azula   Avatar: The Last Airbender (2005),E,N,T,J,3w4,so/sp
254 / 70   80   66  ESFP7w6Baekhyun (EXO)   K-Pop,E,S,F,P,7w6,so/sp
"147 / 48   30   18  ESTP7w8Richard Ramirez ""Night Stalker""   Criminals",E,S,T,P,7w8,sp/sx
139 / 42   13   35  ISTJ5w6Yukio Okumura   Ao no Exorcist,I,S,T,J,5w6,sp/so
67 / 23   2   8  ESTJ1w9Everett K. Ross   Marvel Cinematic Universe,E,S,T,J,1w9,sp/sx
133 / 61   28   37  ESFP7w8Asta   Black Clover,E,S,F,P,7w8,so/sp
625 / 299   398   314  ISTJ6w5Xiao   Genshin Impact,I,S,T,J,6w5,sp/sx
166 / 62   23   101  INTP5w4Ulquiorra Cifer   Bleach,I,N,T,P,5w4,sp/sx
92 / 14   11   18  ESFJ2w1JiU (DREAMCATCHER)   K-Pop,E,S,F,J,2w1,so/sx
285 / 100   172   78  INTJ8w7Sōsuke Aizen   Bleach,I,N,T,J,8w7,sp/so
101 / 53   9   14  ISTP8w9Eva   Total Drama (2007),I,S,T,P,8w9,sp/sx
446 / 212   90   189  ENFP7w6Chika Fujiwara   Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,E,N,F,P,7w6,sx/so
146 / 77   67   37  ENTJ3w4Dennis Reynolds   It's Always Sunny In Philadelphia,E,N,T,J,3w4,sx/so
"367 / 162   153   107  ISFP9w8Rihanna   Musicians (USA, Female)",I,S,F,P,9w8,sx/sp
92 / 40   7   24  ESFJ2w1Sakura Chiyo   Gekkan Shoujo Nozaki-kun,E,S,F,J,2w1,sp/so
165 / 69   56   31  ENTJ3w4Alexandra Botez   Chess,E,N,T,J,3w4,sx/so
159 / 55   55   20  ISFP6w7Mike Tyson   Boxing,I,S,F,P,6w7,sx/so
"206 / 128   56   107  INFP4w5Fiona Apple   Musicians (USA, Female)",I,N,F,P,4w5,sx/sp
121 / 37   21   26  ISFJ9w8Brock (Takeshi)   Pokémon,I,S,F,J,9w8,sp/so
428 / 236   132   240  INFP4w5Joaquin Phoenix   Actors (USA),I,N,F,P,4w5,sp/sx
418 / 221   119   209  ENTJ7w8Kirari Momobami   Kakegurui,E,N,T,J,7w8,sx/so
413 / 219   84   102  ESTP7w8Eleanor Shellstrop   The Good Place (2016),E,S,T,P,7w8,sp/sx
159 / 67   96   8  ISTJ5w6Best at Figuring Out Who the Impostor Is   Among Us,I,S,T,J,5w6,sp/so
152 / 47   17   114  INFP9w8Bob Marley   Musicians (World),I,N,F,P,9w8,sp/sx
142 / 60   19   61  ISTJ1w9Yukichi Fukuzawa   Bungou Stray Dogs,I,S,T,J,1w9,sp/so
163 / 52   6   28  ESTP8w7Ygritte   Game of Thrones (2011),E,S,T,P,8w7,sx/so
93 / 37   10   24  ISFJ2w1Hina Amano   Tenki no Ko,I,S,F,J,2w1,so/sx
85 / 22    6  ESTJ6w5Vernon Dursley   Harry Potter / Wizarding World Films,E,S,T,J,6w5,so/sp
175 / 104   36   34  ENTJ3w4Violet Beauregard   Charlie and the Chocolate Factory (2005),E,N,T,J,3w4,sp/so
346 / 182   67   98  ESFJ2w1Sayaka Miki   Mahou Shoujo Madoka★Magica,E,S,F,J,2w1,so/sx
108 / 38   5   12  ISFP6w7Gabriella Montez   High School Musical (Film Trilogy),I,S,F,P,6w7,sp/so
282 / 116   65   226  INFP4w5Kou Mabuchi   Ao Haru Ride,I,N,F,P,4w5,sp/sx
153 / 51   18   50  ESFP7w6Miguel Rivera   Coco (2017),E,S,F,P,7w6,so/sx
89 / 40   23   22  ENTJ3w4Akito Shinonome   Project SEKAI COLORFUL STAGE!,E,S,T,J,3w4,so/sx
283 / 138   46   156  INTJ5w6Kyoya Ootori   Ouran Koukou Host Club,I,N,T,J,5w6,sp/so
92 / 30   6   19  ESFJ2w3Cedric Diggory   Harry Potter (Book Series),E,S,F,J,2w3,so/sp
535 / 226   88   218  INTJ8w9Meruem   Hunter X Hunter,I,N,T,J,8w9,so/sp
150 / 56   63   91  ENFJ4w3Damon Albarn   Musicians (United Kingdom & Ireland),E,N,F,J,4w3,so/sx
455 / 189   106   309  INTP9w1Haruhi Fujioka   Ouran Koukou Host Club,I,N,T,P,9w1,sp/so
184 / 49   4   32  ESTP8w7Gimli   The Lord of the Rings,E,S,T,P,8w7,sp/so
108 / 60   8   37  ISTJ6w5Rui   Kimetsu no Yaiba,I,S,T,J,6w5,so/sp
80 / 32   19   4  ISFJ1w2Betty Draper   Mad Men,I,S,F,J,1w2,sp/so
103 / 28   6   8  ENTJ8w7Snoke   Star Wars,E,N,T,J,8w7,sx/so
208 / 78   88   14  ESFP3w2Anitta   Musicians (Brazil),E,S,T,P,3w2,sx/so
107 / 42   12   42  ISTJ1w9Hakkekkyuu (White Blood Cell)   Hataraku Saibou,I,S,T,J,1w9,sp/so
151 / 67   13   77  ENFP7w8Twelve   Zankyou no Terror,E,N,F,P,7w8,so/sx
149 / 42   8   21  ESTP3w2Lando Calrissian   Star Wars,E,S,T,P,3w2,so/sp
167 / 76   20   48  ESTP8w7Ginny Weasley   Harry Potter (Book Series),E,S,T,P,8w7,sx/so
179 / 98   49   109  INFP6w5Koyomi Araragi   Monogatari Series,I,N,F,P,6w5,sp/sx
116 / 40   23   24  ESTP6w7Jack Torrance   The Shining (1980),E,S,T,P,6w7,sp/sx
120 / 63   39   14  INTP4w5Park Da-song   Parasite (2019),I,N,T,P,4w5,sp/sx
233 / 63   36   19  ESTJ2w3Boromir   The Lord of the Rings,E,S,T,J,2w3,so/sp
937 / 439   610   493  INFP4w3Arthur Fleck “Joker”   Joker (2019),I,N,F,P,4w3,sx/so
381 / 216   95   267  ENFP7w6Ibuki Mioda   Super Danganronpa 2: Goodbye Despair,E,N,F,P,7w6,so/sx
372 / 197   89   228  ENFJ2w3Tamaki Suoh   Ouran Koukou Host Club,E,N,F,J,2w3,so/sx
147 / 66   43   110  INFP4w3Pyotr Ilyich Tchaikovsky   Classical Music,I,N,F,P,4w3,sx/so
167 / 46   36   27  INFP6w5Mike Ross   Suits,I,N,F,P,6w5,so/sp
150 / 54   19   58  INFJ6w5Bonnie Bennett   The Vampire Diaries,I,N,F,J,6w5,sp/so
267 / 91   218   144  ENFP4w3Obito Uchiha   Naruto Shippūden,E,N,F,P,4w3,sx/so
477 / 235   273   230  INTJ1w9Giorno Giovanna   JoJo no Kimyou na Bouken,I,N,T,J,1w9,sp/so
430 / 255   100   254  ENFP2w3Usagi Tsukino (Sailor Moon)   Bishoujo Senshi Sailor Moon,E,N,F,P,2w3,so/sp
256 / 102   28   53  ESFP7w6Jack Dawson   Titanic (1997),E,S,F,P,7w6,so/sx
225 / 80   89   70  INTJ5w6Kyouya Onodera   Munou na Nana,I,N,T,P,5w6,sp/sx
"98 / 39   10   12  ENTJ3w4Norman Osborn ""Green Goblin""   The Spider-Man Trilogy",E,N,T,J,3w4,sx/so
96 / 34   15   47  INFJ4w5Jimmy Page   Musicians (United Kingdom & Ireland),I,N,F,J,4w5,sp/sx
193 / 70   57   71  ISTP8w9Christian Bale   Actors (United Kingdom & Ireland),I,S,T,P,8w9,sx/sp
80 / 28   60   1  ESTJ6w7Kaitlin Bennett   Other Contemporary Political Figures,E,S,T,J,6w7,so/sp
"126 / 56   36   8  ESTP8w7Daniel Keem (Keemstar)   Social, Cultural & Political Commentators",E,S,T,P,8w7,sx/so
177 / 63   28   94  INTP4w5Eto Yoshimura   Tokyo Ghoul,I,N,T,P,4w5,sx/sp
114 / 52   19   57  INTJ5w4Raven   Teen Titans Go! (2013),I,N,T,J,5w4,sp/sx
239 / 81   36   97  ISFP4w3Edmund Pevensie   The Chronicles of Narnia (Film Trilogy),I,S,F,P,4w3,sx/so
104 / 50   4   40  ISFJ9w1Tsugumi Hazawa   BanG Dream! Girls Band Party! (Bandori),I,S,F,J,9w1,sp/so
82 / 34   36   13  ISFJ9w1The Impostor Too Nice To Kill Anyone   Among Us,I,S,F,J,9w1,so/sp
189 / 77   7   23  ISFJ2w1Ann Perkins   Parks and Recreation (2009),I,S,F,J,2w1,sp/so
120 / 32   7   32  ISTJ1w9Tobias Eaton / Four   Divergent,I,S,T,J,1w9,null
109 / 49   7   72  ISFP6w7Kuriyama Mirai   Kyoukai no Kanata,I,S,F,P,6w7,so/sx
89 / 27   35   11  ESTJ8w7Augusto Pinochet   Historical Figures (1900s),E,S,T,J,8w7,so/sp
477 / 222   309   122  ISTJ1w9Din Djarin “The Mandalorian”   The Mandalorian (2019),I,S,T,J,1w9,sp/sx
141 / 63   24   65  ENTP5w6Akechi Touma   Saiki Kusuo no Psi-nan,E,N,T,P,5w6,sx/so
205 / 58   71   27  ENTP7w6David Dobrik   General Vloggers,E,N,F,P,7w6,so/sx
143 / 50   9   44  ESTP7w8Daffy Duck   Looney Tunes,E,S,T,P,7w8,sp/so
"154 / 44   22   55  ISTP5w4Peter Parker ""Spider-Man Noir""   Spider-Man: Into the Spider-Verse (2018)",I,S,T,P,5w4,sp/sx
90 / 27   6   7  ENTJ3w2Hiram Lodge   Riverdale (2017),E,N,T,J,3w2,sp/so
120 / 56   11   46  ISTP8w7Abigail “Abby” Jones   Great Pretender,I,S,T,P,8w7,sp/so
133 / 34   12   31  ISTP6w5Michonne   The Walking Dead (2010),I,S,T,P,6w5,sp/sx
2458 / 1155   866   1390  INTP5w4L   Death Note,I,N,T,P,5w4,sp/sx
153 / 60   50   36  INTJ3w4Miyawaki Sakura (IZONE)   K-Pop,I,N,T,J,3w4,so/sp
76 / 24   7   5  ESFJ2w3Susan Heffley   Diary of a Wimpy Kid (Franchise),E,S,F,J,2w3,so/sx
"141 / 54   28   19  ENTP7w8Jamison Fawkes ""Junkrat""   Overwatch",E,N,T,P,7w8,sx/so
196 / 58   29   51  ISTJ5w6Spock   Star Trek (1966),I,S,T,J,5w6,sp/so
185 / 86   154   64  INTP8w9Anton Chigurh   No Country for Old Men (2007),I,N,T,P,8w9,sp/sx
374 / 202   57   72  ENFJ2w3Sayaka Maizono   Danganronpa: Trigger Happy Havoc,E,N,F,J,2w3,so/sx
130 / 54   48   61  ENFJ3w4Matthew McConaughey   Actors (USA),E,N,F,J,3w4,sx/so
152 / 61   22   74  INTJ5w6David Fincher   Film Directors,I,N,T,J,5w6,sx/sp
138 / 51   14   62  ENFP7w8Yoshida Haru   Tonari no Kaibutsu-kun,E,N,F,P,7w8,sx/so
171 / 71   52   47  INTJ5w4Black Crewmate   Among Us,I,N,T,J,5w4,sp/sx
74 / 43   15   7  ESTJ8w7Walter Sobchack   The Big Lebowski (1998),E,S,T,J,8w7,sx/sp
213 / 87   30   81  INFJ1w2The Ancient One   Marvel Cinematic Universe,I,N,F,J,1w2,so/sp
131 / 59   30   47  INTJ5w4Roger Waters   Musicians (United Kingdom & Ireland),I,N,T,J,5w4,sp/sx
135 / 58   21   66  INFJ1w9Katsura Kotarou   Gintama,I,N,F,J,1w9,so/sx
521 / 128   47   50  INFJ5w6Lord Varys “The Spider”   Game of Thrones (2011),I,N,F,J,5w6,so/sp
197 / 115   27   61  ISTJ3w2Sayaka Igarashi   Kakegurui,I,S,T,J,3w2,sp/so
381 / 157   125   59  ESFP7w6Simba   The Lion King (Franchise),E,S,F,P,7w6,so/sx
78 / 18   10   9  ENFJ3w2Thelonious Jaha   The 100,E,N,F,J,3w2,so/sp
164 / 74   20   13  ESTJ3w2Kris Jenner   Famous For Being Famous,E,S,T,J,3w2,so/sp
234 / 97   75   117  ENFP2w3Chuu (LOONA)   K-Pop,E,N,F,P,2w3,so/sx
141 / 48   20   38  INFJ5w6Noriko Sonozaki   Kiznaiver,I,N,F,J,5w6,sp/so
"144 / 46   68   31  INTJ6w5Alex Horton (I Hate Everything)   Social, Cultural & Political Commentators",I,N,T,J,6w5,sp/so
117 / 67   9   47  ESFP7w6Tigger   Winnie the Pooh (2011),E,S,F,P,7w6,sx/so
134 / 57   20   31  ENTJ3w4Paris Geller   Gilmore Girls (2000),E,N,T,J,3w4,sp/sx
512 / 191   106   361  INFP2w3Darwin Watterson   The Amazing World of Gumball (2011),I,N,F,P,2w3,so/sx
185 / 90   49   116  INFJ1w2Minamoto Teru   Jibaku Shounen Hanako-kun,I,N,F,J,1w2,so/sx
